Speaker,Utterance,Dialogue_Act,classID,Idx,tokenNum,labels,change_speaker,context
b,on page section says other charges and credits,inform,21,273,8,L21,0,@ ah yes @ on page section says other charges and credits
a,right,ackn,1,274,1,L1,1,# on page section says other charges and credits @ right
b,hi,greet,18,275,1,L18,1,# right @ hi
b,every time i get an engaged tone on my phone,inform,21,276,10,L21,0,@ hi @ every time i get an engaged tone on my phone
b,i'm getting one of your recorded messages telling me about Ringback,inform,21,277,11,L21,0,@ every time i get an engaged tone on my phone @ i'm getting one of your recorded messages telling me about Ringback
b,can we get rid of it,reqModal,34,278,6,L34,0,@ i'm getting one of your recorded messages telling me about Ringback @ can we get rid of it
a,you don't want the prompt on there,confirm,8,279,7,L8,1,# can we get rid of it @ you don't want the prompt on there
a,no,confirm,8,280,1,L8,0,@ you don't want the prompt on there @ no
b,no,ackn,1,281,1,L1,1,# no @ no
b,thank you,thank,37,282,2,L37,0,@ no @ thank you
a,right,ackn,1,283,1,L1,1,# thank you @ right
a,yeah,ackn,1,284,1,L1,0,@ right @ yeah
a,yeah,ackn,1,285,1,L1,0,@ yeah @ yeah
a,okay,ackn,1,286,1,L1,0,@ yeah @ okay
a,and can you confirm your name and your address for me please,direct,10,287,12,L10,0,@ okay @ and can you confirm your name and your address for me please
b,the name's the address is place} that's fine thanks a lot bye,identifySelf,20,288,12,L20,1,# and can you confirm your name and your address for me please @ the name's the address is place} that's fine thanks a lot bye
b,the address is place} that's fine thanks a lot bye,inform,21,289,10,L21,0,@ the name's the address is place} that's fine thanks a lot bye @ the address is place} that's fine thanks a lot bye
a,lovely,ackn,1,290,1,L1,1,# the address is place} that's fine thanks a lot bye @ lovely
a,thank you,thank,37,291,2,L37,0,@ lovely @ thank you
a,bear with me just a second just see how quickly we could do that for you right okay thats' fine that will actually come sort of within the next couple of hours,hold,19,292,32,L19,0,@ thank you @ bear with me just a second just see how quickly we could do that for you right okay thats' fine that will actually come sort of within the next couple of hours
a,just see how quickly we could do that for you right okay thats' fine that will actually come sort of within the next couple of hours okay alright thank you byebye,inform,21,293,31,L21,0,@ bear with me just a second just see how quickly we could do that for you right okay thats' fine that will actually come sort of within the next couple of hours @ just see how quickly we could do that for you right okay thats' fine that will actually come sort of within the next couple of hours okay alright thank you byebye
a,right okay,ackn,1,294,2,L1,0,@ just see how quickly we could do that for you right okay thats' fine that will actually come sort of within the next couple of hours okay alright thank you byebye @ right okay
a,thats' fine,inform,21,295,2,L21,0,@ right okay @ thats' fine
a,that will actually come sort of within the next couple of hours okay,inform,21,296,13,L21,0,@ thats' fine @ that will actually come sort of within the next couple of hours okay
b,that's fine,accept,0,297,2,L0,1,# that will actually come sort of within the next couple of hours okay @ that's fine
a,alright,ackn,1,298,1,L1,1,# that's fine @ alright
b,thanks a lot,thank,37,299,3,L37,1,# alright @ thanks a lot
a,thank you,thank,37,300,2,L37,1,# thanks a lot @ thank you
a,byebye,bye,6,301,1,L6,0,@ thank you @ byebye
b,bye,bye,6,302,1,L6,1,# byebye @ bye
b,oh good morning,greet,18,303,3,L18,0,@ bye @ oh good morning
b,it's reference to your My Bill service,inform,21,304,7,L21,0,@ oh good morning @ it's reference to your My Bill service
a,that's fine,accept,0,305,2,L0,1,# it's reference to your My Bill service @ that's fine
b,i keep getting told by the very nice young lady with the very nice voice that uh i've got the wrong number,inform,21,306,22,L21,1,# that's fine @ i keep getting told by the very nice young lady with the very nice voice that uh i've got the wrong number
b,and it isn't,inform,21,307,3,L21,0,@ i keep getting told by the very nice young lady with the very nice voice that uh i've got the wrong number @ and it isn't
b,it's correct,inform,21,308,2,L21,0,@ and it isn't @ it's correct
b,i dialled this morning and the operator tried it for me said yes there's definitely a fault on the My Bill line report to at eight o'clock,inform,21,309,27,L21,0,@ it's correct @ i dialled this morning and the operator tried it for me said yes there's definitely a fault on the My Bill line report to at eight o'clock
a,that's fine,accept,0,310,2,L0,1,# i dialled this morning and the operator tried it for me said yes there's definitely a fault on the My Bill line report to at eight o'clock @ that's fine
a,it's actually but i can report that for you that's no problem no no no that's okay faults is actually so you can ring them direct and get straight through to faults,inform,21,311,32,L21,0,@ that's fine @ it's actually but i can report that for you that's no problem no no no that's okay faults is actually so you can ring them direct and get straight through to faults
a,but i can report that for you,offer,27,312,7,L27,0,@ it's actually but i can report that for you that's no problem no no no that's okay faults is actually so you can ring them direct and get straight through to faults @ but i can report that for you
a,that's no problem,accept,0,313,3,L0,0,@ but i can report that for you @ that's no problem
b,oh i'm sorry,expressRegret,16,314,3,L16,1,# that's no problem @ oh i'm sorry
b,i got the wrong number,inform,21,315,5,L21,0,@ oh i'm sorry @ i got the wrong number
b,beg your pardon,expressRegret,16,316,3,L16,0,@ i got the wrong number @ beg your pardon
a,no no no,negate,26,317,3,L26,1,# beg your pardon @ no no no
a,that's okay,accept,0,318,2,L0,0,@ no no no @ that's okay
a,faults is actually so you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number oh,inform,21,319,32,L21,0,@ that's okay @ faults is actually so you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number oh
a,so,init,25,320,1,L25,0,@ faults is actually so you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number oh @ so
a,you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number,inform,21,321,27,L21,0,@ so @ you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number
b,the Call My Bill,confirm,8,322,4,L8,1,# you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number @ the Call My Bill
b,no,negate,26,323,1,L26,0,@ the Call My Bill @ no
b,i no i i get through alright,inform,21,324,7,L21,0,@ no @ i no i i get through alright
b,but when i put on information through,inform,21,325,7,L21,0,@ i no i i get through alright @ but when i put on information through
b,i keep getting told that i've called to the wrong phone number,inform,21,326,12,L21,0,@ but when i put on information through @ i keep getting told that i've called to the wrong phone number
b,but i haven't,inform,21,327,3,L21,0,@ i keep getting told that i've called to the wrong phone number @ but i haven't
a,oh goodness,exclaim,13,328,2,L13,1,# but i haven't @ oh goodness
a,right,ackn,1,329,1,L1,0,@ oh goodness @ right
a,what is your telephone number,reqInfo,33,330,5,L33,0,@ right @ what is your telephone number
a,and i'll check that for you,informIntent,24,331,6,L24,0,@ what is your telephone number @ and i'll check that for you
b,yes,ackn,1,332,1,L1,1,# and i'll check that for you @ yes
b,a this what the ah uh did for me,inform,21,333,9,L21,0,@ yes @ a this what the ah uh did for me
b,these calls are free by the way aren't they,reqInfo,33,334,9,L33,0,@ a this what the ah uh did for me @ these calls are free by the way aren't they
a,yes,answ,2,335,1,L2,1,# these calls are free by the way aren't they @ yes
a,they certainly are,answElab,3,336,3,L3,0,@ yes @ they certainly are
b,my home number is now you want my also my bill number don't you,answ,2,337,14,L2,1,# they certainly are @ my home number is now you want my also my bill number don't you
a,yes,ackn,1,338,1,L1,1,# my home number is now you want my also my bill number don't you @ yes
b,now,init,25,339,1,L25,1,# yes @ now
b,you want my also my bill number don't you,reqDirect,32,340,9,L32,0,@ now @ you want my also my bill number don't you
a,yeah,backch,5,341,1,L5,1,# you want my also my bill number don't you @ yeah
a,that would be lovely,answ,2,342,4,L2,0,@ yeah @ that would be lovely
a,thank you,thank,37,343,2,L37,0,@ that would be lovely @ thank you
a,yeah,ackn,1,344,1,L1,0,@ thank you @ yeah
b,uh i'd like another telephone line please if that's possible,direct,10,345,10,L10,1,# yeah @ uh i'd like another telephone line please if that's possible
a,yeah certainly,accept,0,346,2,L0,1,# uh i'd like another telephone line please if that's possible @ yeah certainly
a,could you give me the number that you're on at the moment,reqInfo,33,347,12,L33,0,@ yeah certainly @ could you give me the number that you're on at the moment
b,double uh,answElab,3,348,2,L3,1,# could you give me the number that you're on at the moment @ double uh
a,double and which which area are you in came right have you got a bill in front of you,echo,12,349,19,L12,1,# double uh @ double and which which area are you in came right have you got a bill in front of you
a,and which which area are you in,reqInfo,33,350,7,L33,0,@ double and which which area are you in came right have you got a bill in front of you @ and which which area are you in
b,uh,answ,2,351,1,L2,1,# and which which area are you in @ uh
a,right,ackn,1,352,1,L1,1,# uh @ right
a,have you got a bill in front of you,reqInfo,33,353,9,L33,0,@ right @ have you got a bill in front of you
b,hello,greet,18,354,1,L18,1,# have you got a bill in front of you @ hello
b,um i've just changed over from to,inform,21,355,7,L21,0,@ hello @ um i've just changed over from to
b,and uh my lines were installed yesterday and they're working,inform,21,356,10,L21,0,@ um i've just changed over from to @ and uh my lines were installed yesterday and they're working
b,i can ring out um,inform,21,357,5,L21,0,@ and uh my lines were installed yesterday and they're working @ i can ring out um
b,but when somebody tries to ring in,refer,30,358,7,L30,0,@ i can ring out um @ but when somebody tries to ring in
b,the phone doesn't ring,inform,21,359,4,L21,0,@ but when somebody tries to ring in @ the phone doesn't ring
b,it rings from their end,inform,21,360,5,L21,0,@ the phone doesn't ring @ it rings from their end
b,but the phone doesn't ring in the house,inform,21,361,8,L21,0,@ it rings from their end @ but the phone doesn't ring in the house
a,mm hmm,backch,5,362,2,L5,1,# but the phone doesn't ring in the house @ mm hmm
a,right,ackn,1,363,1,L1,0,@ mm hmm @ right
a,okay,init,25,364,1,L25,0,@ right @ okay
b,um sorry and i've there's another number at the house as well uh no yeah yeah is that why okay well the chances are that with the other number it's probably similar,answ,2,365,32,L2,1,# okay @ um sorry and i've there's another number at the house as well uh no yeah yeah is that why okay well the chances are that with the other number it's probably similar
